keyword,location,title,address,phone,website,rating,reviews,place_id,data_id,serpapi_link,needs_scraping
home builders,07620,Strevens & Sons Custom Home Builders,"Spring Lake, NJ",(732) 598-0424,,,,11886494998217373605,,,YES
home builders,07620,Alpine Construction Co,"Pittsgrove, NJ",(856) 696-8532,,5.0,1,2302550721999683999,,,YES
home builders,07620,Peluso Construction,,(845) 638-6210,,4.8,24,905610195196777090,,,YES
home builders,07620,"Fallone Group, LLC",,(908) 595-6878,,4.4,15,12897706230604648393,,,YES
home builders,07723,Rushmore Construction Group,"Oakhurst, NJ",(732) 759-5909,,4.9,20,424089053080539120,,,YES
home builders,07723,Monetti Robert L Custom Builder,"Point Pleasant, NJ",(732) 223-7949,,5.0,18,1885002298809890413,,,YES
home builders,07723,CMM Custom Homes,"Wall Township, NJ",(732) 455-3650,,5.0,11,14883716036604129374,,,YES
home builders,07723,Distinctive Builders Of NJ LLC,,(732) 522-1538,,5.0,14,1643235969762401988,,,YES
home builders,07723,Monmouth Custom Builders,"Deal, NJ",(732) 517-0400,,3.6,24,5774116924873939671,,,YES
home builders,07723,Delmer Home Improvements & Services,"Howell Township, NJ",(732) 905-2064,,5.0,47,2818083666015775496,,,YES
home builders,07723,Diamond Builders Inc,"Jackson Township, NJ",(908) 670-6911,,5.0,15,4538188771521415780,,,YES
home builders,07723,Guzzo Homes,"Sicklerville, NJ",(856) 371-8344,,5.0,10,10647638326995346461,,,YES
home builders,07723,Russo Homes,"Swedesboro, NJ",(856) 467-7006,,5.0,9,17493555601719537282,,,YES
home builders,07723,Bravo Builders,"Point Pleasant, NJ",(732) 475-6127,,4.2,30,18282453087362164427,,,YES
home builders,07723,Estrella Homes LLC,,(732) 299-5358,,5.0,3,1639100228705251620,,,YES
home builders,07723,AT Home Developers,,(201) 747-7006,,5.0,1,17415882366367177420,,,YES
home builders,07723,"Paparone New Homes by Bruce Paparone, Inc.","Stratford, NJ",(856) 784-0550,,4.8,18,4454342616159916923,,,YES
home builders,07723,Jersey Shore Custom Builders LLC,"Brick Township, NJ",(732) 451-2844,,,,1302895369004558197,,,YES
home builders,07723,Strevens & Sons Custom Home Builders,"Spring Lake, NJ",(732) 598-0424,,,,11886494998217373605,,,YES
home builders,07723,Garden State Renovations NJ,"Long Branch, NJ",(848) 667-1400,,5.0,65,14267467495195082069,,,YES
home builders,07723,Schaeffer Homes,"Cherry Hill Township, NJ",(856) 208-5118,,3.5,34,14761139816815997688,,,YES
home builders,07723,Delta Home Construction,"Edgewater, NJ",(551) 449-5535,,4.9,39,12936648165173629801,,,YES
home builders,07723,A&J Custom Builders,,(201) 772-1110,,5.0,6,12994763159535437381,,,YES
home builders,07723,"Fallone Group, LLC",,(908) 595-6878,,4.4,15,12897706230604648393,,,YES
home builders,07078,Geiss Custom Builders,"Millburn, NJ",(908) 377-1758,,4.8,26,4092215191458388357,,,YES
home builders,07078,Moore Fine Homes,"Short Hills, NJ",(973) 224-1521,,4.6,10,16274471014171536922,,,YES
home builders,07078,BuildMentor,"Short Hills, NJ",(973) 417-0955,,5.0,2,8477206005043672353,,,YES
home builders,07078,Starck Builders: Custom Homes & Construction Services,"Sea Girt, NJ",(732) 655-4020,,5.0,17,3175231132162871743,,,YES
home builders,07078,GTG Custom Home Builders,"Flemington, NJ",(877) 864-3532,,4.9,28,15224043504414839367,,,YES
home builders,07078,Distinctive Domain,"Warren, NJ",(732) 469-3227,,5.0,12,10655752702053869116,,,YES
home builders,07078,"Deerpath Custom Builders, llc","Warren, NJ",(908) 233-3539,,4.6,21,14677698780656155995,,,YES
home builders,07078,F&H Construction LLC,"Short Hills, NJ",(707) 225-7732,,5.0,5,16483996528544143292,,,YES
home builders,07078,Remco Contractors,,(973) 363-4443,,5.0,4,15642847807455296291,,,YES
home builders,07078,Orchard Hills Design and Construction,"Summit, NJ",(908) 591-8752,,4.8,5,14456315281251259580,,,YES
home builders,07078,Guzzo Homes,"Sicklerville, NJ",(856) 371-8344,,5.0,10,10647638326995346461,,,YES
home builders,07078,Woodland Builders,"Summit, NJ",(908) 273-6151,,5.0,6,6515618678817996532,,,YES
home builders,07078,Gold Leaf Designs,"Cherry Hill Township, NJ",(856) 359-4944,,5.0,11,6100177369421537538,,,YES
home builders,07078,"Paparone New Homes by Bruce Paparone, Inc.","Stratford, NJ",(856) 784-0550,,4.8,18,4454342616159916923,,,YES
home builders,07078,H & N Custom Homes,"Ship Bottom, NJ",(609) 488-1898,,5.0,5,6432708352377342883,,,YES
home builders,07078,Supreme Builds Home Remodeling,"Manville, NJ",(732) 347-8594,,5.0,29,2142062469011679867,,,YES
home builders,07078,UNO Group Construction and Remodeling,"Summit, NJ",(973) 379-2869,,4.8,65,4533021035164880542,,,YES
home builders,07078,Peer Construction,"Summit, NJ",(908) 277-2173,,,,16412892489365617993,,,YES
home builders,07078,"Fallone Group, LLC",,(908) 595-6878,,4.4,15,12897706230604648393,,,YES
home builders,07078,FH Home Improvements,"Summit, NJ",(908) 361-0395,,5.0,13,12183662956810052872,,,YES
home builders,08247,Mason Builders,"Cape May Court House, NJ",(609) 435-0956,,5.0,12,2994550451191586227,,,YES
home builders,08247,Harbaugh Custom Homes,"Stone Harbor, NJ",(609) 368-2900,,5.0,4,12301145133448417619,,,YES
home builders,08247,Seashore Home Builders,"Stone Harbor, NJ",(609) 886-4218,,3.7,3,4386225402724211660,,,YES
home builders,08247,Bowman Walker Construction,"Avalon, NJ",(609) 796-5134,,5.0,2,13280506699310059804,,,YES
home builders,08247,Stonewood Builders,,(609) 390-8895,,5.0,1,10495907732914123694,,,YES
home builders,08247,Homes By Hand,,(609) 251-4757,,5.0,3,3673406740813126944,,,YES
home builders,08247,Eldon Builders,"Cape May Court House, NJ",(609) 830-3717,,4.3,6,14877950882876220591,,,YES
home builders,08247,Guzzo Homes,"Sicklerville, NJ",(856) 371-8344,,5.0,10,10647638326995346461,,,YES
home builders,08247,"Walnut Grove Builders, Inc.","Cape May Court House, NJ",(609) 536-2552,,4.0,3,13901702883207710712,,,YES
home builders,08247,Harbor Custom Homes,"Stone Harbor, NJ",(609) 368-4421,,,,17220259767931368407,,,YES
home builders,08247,Stonewood Builders LLC,,(609) 390-8895,,,,3872433421070664010,,,YES
home builders,08247,K Hovnanian Homes,"Wildwood, NJ",(609) 729-1794,,4.0,2,12737001629155525780,,,YES
home builders,08247,Custom Home Builders NJ by CitiScape Builders Group,"Livingston, NJ",(201) 259-9575,,5.0,12,9869291961093344516,,,YES
home builders,08247,W J Hand LLC,"Stone Harbor, NJ",(609) 368-2135,,,,3592863511362997538,,,YES
home builders,08247,Galli Builders,"Stone Harbor, NJ",(609) 368-1209,,5.0,1,14286042761363199892,,,YES
home builders,08247,Rio's Construction LLC,"Wildwood, NJ",(609) 380-8582,,4.8,24,9378967512666049693,,,YES
home builders,08247,Homes By Hand,"Avalon, NJ",(609) 251-4757,,,,3348024689525877964,,,YES
home builders,08247,Schaeffer Homes,"Cherry Hill Township, NJ",(856) 208-5118,,3.5,34,14761139816815997688,,,YES
home builders,08247,Old Brick Builders,"North Wildwood, NJ",(609) 551-6578,,,,12578884917514547199,,,YES
home builders,08247,Donohue Construction,"Stone Harbor, NJ",(609) 368-2688,,,,3462477062536432820,,,YES
home builders,08202,Vallese Contractors,"Avalon, NJ",(609) 425-6589,,4.9,37,18064280683217039816,,,YES
home builders,08202,P&M BUILDERS,"Avalon, NJ",(609) 602-6265,,5.0,2,3936600197505706883,,,YES
home builders,08202,Bowman Walker Construction,"Avalon, NJ",(609) 796-5134,,5.0,2,13280506699310059804,,,YES
home builders,08202,Harbaugh Custom Homes,"Stone Harbor, NJ",(609) 368-2900,,5.0,4,12301145133448417619,,,YES
home builders,08202,Winfield Developers LLC,"Avalon, NJ",(609) 961-3071,,4.0,4,17460252449530371902,,,YES
home builders,08202,Homes By Hand,,(609) 251-4757,,5.0,3,3673406740813126944,,,YES
home builders,08202,Augustine Builders,"Avalon, NJ",(609) 926-6242,,4.2,11,13653499015198321864,,,YES
home builders,08202,MCM Builders (now Coastal Modern Construction),"Avalon, NJ",(609) 305-3200,,5.0,1,15889178860063212735,,,YES
home builders,08202,JCM Development,"Avalon, NJ",(609) 846-6949,,5.0,10,15288699767190022104,,,YES
home builders,08202,Thomas Welsh Builders,"Avalon, NJ",(609) 368-0301,,5.0,7,10490986189218295822,,,YES
home builders,08202,Seashore Home Builders,"Stone Harbor, NJ",(609) 886-4218,,3.7,3,4386225402724211660,,,YES
home builders,08202,"J.W. Hand & Son, INC.","Cape May Court House, NJ",(609) 517-2744,,5.0,2,15023285100823733180,,,YES
home builders,08202,Avalon Construction & Property Management,"Avalon, NJ",(609) 741-6996,,5.0,46,16239266744402583127,,,YES
home builders,08202,Brandywine Developers,"Avalon, NJ",(609) 967-4400,,5.0,1,8947161764407836821,,,YES
home builders,08202,"Sotter Construction, LLC","Cape May Court House, NJ",(609) 368-1165,,,,9535376039063463168,,,YES
home builders,08202,Mc Corristin Construction LLC,"Avalon, NJ",(609) 967-0007,,5.0,1,17870873108792979421,,,YES
home builders,08202,"Paparone New Homes by Bruce Paparone, Inc.","Stratford, NJ",(856) 784-0550,,4.8,18,4454342616159916923,,,YES
home builders,08202,Coastal Modern Construction,,(609) 305-3200,,,,17583225937421291744,,,YES
home builders,08202,Ryan Development Group,"Avalon, NJ",(609) 830-3615,,,,4187306111177188523,,,YES
home builders,08202,D.E.Robertson Signature Homes,,(732) 735-3283,,5.0,5,15822937918041435487,,,YES
home builders,07711,Starck Builders: Custom Homes & Construction Services,"Sea Girt, NJ",(732) 655-4020,,5.0,17,3175231132162871743,,,YES
home builders,07711,CMM Custom Homes,"Wall Township, NJ",(732) 455-3650,,5.0,11,14883716036604129374,,,YES
home builders,07711,Haven Custom Homes,,(201) 726-6997,,5.0,15,102564981210022068,,,YES
home builders,07711,H Home Builders,,(732) 515-8031,,5.0,1,17618853269083545971,,,YES
home builders,07711,Custom Shore Homes,"Pine Beach, NJ",(732) 818-7755,,5.0,5,2109026288164000240,,,YES
home builders,07711,Monmouth Custom Builders,"Deal, NJ",(732) 517-0400,,3.6,24,5774116924873939671,,,YES
home builders,07711,Diamond Builders Inc,"Jackson Township, NJ",(908) 670-6911,,5.0,15,4538188771521415780,,,YES
home builders,07711,GTG Custom Home Builders,"Flemington, NJ",(877) 864-3532,,4.9,28,15224043504414839367,,,YES
home builders,07711,H & N Custom Homes,"Ship Bottom, NJ",(609) 488-1898,,5.0,5,6432708352377342883,,,YES
home builders,07711,Paramount Homes at Asbury Beach,"Asbury Park, NJ",(732) 886-2900,,5.0,1,4807220223819406520,,,YES
home builders,07711,Michael Robert Construction,"Westfield, NJ",(908) 232-0134,,4.9,29,8249937355848683267,,,YES
home builders,07711,"Deerpath Custom Builders, llc","Warren, NJ",(908) 233-3539,,4.6,21,14677698780656155995,,,YES
home builders,07711,MAC Builders,"Point Pleasant, NJ",(732) 930-5067,,4.7,12,3841243418539141243,,,YES
home builders,07711,Kanstrukt Group,"Westfield, NJ",(201) 204-0650,,5.0,31,18261566009309401883,,,YES
home builders,07711,Estrella Homes LLC,,(732) 299-5358,,5.0,3,1639100228705251620,,,YES
home builders,07711,Geiss Custom Builders,"Millburn, NJ",(908) 377-1758,,4.8,26,4092215191458388357,,,YES
home builders,07711,Legacy Custom Home Builders,"Wall Township, NJ",(732) 864-1340,,,,5779536722932716245,,,YES
home builders,07711,Strevens & Sons Custom Home Builders,"Spring Lake, NJ",(732) 598-0424,,,,11886494998217373605,,,YES
home builders,07711,Holzhauer Construction,,(732) 751-0666,,4.2,10,11317769978426674747,,,YES
home builders,07711,K. Hovnanian Homes The Views at Northshore,"Asbury Park, NJ",(888) 784-3716,,,,14357301757848213075,,,YES
home builders,11962,ARK Construction Co. Inc.,"East Hampton, NY",(631) 324-6805,,5.0,15,12698509502600016985,,,YES
home builders,11962,Phil Kouffman Builder,"East Hampton, NY",(631) 831-8300,,4.4,7,2900939803627705297,,,YES
home builders,11962,Glen Valley Builders,"Bridgehampton, NY",(516) 200-9828,,5.0,4,605240315075527455,,,YES
home builders,11962,BuildLabs LLC,"Bridgehampton, NY",(631) 204-5590,,4.6,11,9202419008895167376,,,YES
home builders,11962,Hoegler and Kren Builders at Watermill,"Water Mill, NY",(631) 353-6301,,5.0,6,18354803270644444960,,,YES
home builders,11962,Hamptons Construction Handyman Inc.,"Sagaponack, NY",(516) 901-7592,,5.0,12,6827932956450216351,,,YES
home builders,11962,Michael Davis Construction,"Wainscott, NY",(631) 537-4444,,5.0,4,10849811601824767508,,,YES
home builders,11962,Premier Builders & Construction,"Massapequa, NY",(516) 273-4003,,5.0,21,15388693825941384068,,,YES
home builders,11962,Premier Builders & Construction,"Huntington, NY",(516) 253-1979,,5.0,23,3343366383418886393,,,YES
home builders,11962,Cardel Development LLC,"Bridgehampton, NY",(631) 537-8400,,4.5,2,13904311412511669117,,,YES
home builders,11962,Abstract Builders,"East Hampton, NY",(631) 527-5195,,3.7,3,14582968513059330451,,,YES
home builders,11962,"Greg D'Angelo Construction, Inc.","Wainscott, NY",(631) 537-1700,,5.0,5,5883781034253291045,,,YES
home builders,11962,The Farrell Companies,"Bridgehampton, NY",(631) 537-1068,,3.7,21,11117223547113797627,,,YES
home builders,11962,Men at Work Construction Corp.,"Wainscott, NY",(631) 537-6600,,5.0,3,17739456954317660144,,,YES
home builders,11962,BUILDTHEORY,"Bridgehampton, NY",(631) 537-8955,,5.0,2,3542312779077861714,,,YES
home builders,11962,Premier Builders & Construction,"Syosset, NY",(516) 253-1171,,4.8,22,10051294737225906312,,,YES
home builders,11962,Seabury & Co Building,"Bridgehampton, NY",(631) 537-8044,,5.0,1,211689400878681839,,,YES
home builders,11962,Paramount Hamptons,"Bridgehampton, NY",(631) 430-3535,,,,7045040921928759268,,,YES
home builders,11962,Center Island Contracting,"Farmingdale, NY",(516) 481-4707,,4.9,66,3914122585005432131,,,YES
home builders,11962,Master Builders of the hamptons corp,"East Hampton, NY",(631) 494-5803,,,,15873461027073302553,,,YES
home builders,11976,BuildLabs LLC,"Bridgehampton, NY",(631) 204-5590,,4.6,11,9202419008895167376,,,YES
home builders,11976,Koral Brothers,"Southampton, NY",(631) 283-0033,,5.0,6,6314226593115639400,,,YES
home builders,11976,Glen Valley Builders,"Bridgehampton, NY",(516) 200-9828,,5.0,4,605240315075527455,,,YES
home builders,11976,Hamptons Luxury Estates LLC,"Southampton, NY",(631) 488-0774,,5.0,2,17655546448898297392,,,YES
home builders,11976,Alexim Builders,"Southampton, NY",(631) 287-0891,,5.0,8,2257165117448316993,,,YES
home builders,11976,ARK Construction Co. Inc.,"East Hampton, NY",(631) 324-6805,,5.0,15,12698509502600016985,,,YES
home builders,11976,Cavallo Building Corp.,"Southampton, NY",(631) 375-9173,,5.0,8,6358192764026231838,,,YES
home builders,11976,Hamptons Luxury Homes Inc,"Bridgehampton, NY",(631) 537-1600,,5.0,1,9043366847182067011,,,YES
home builders,11976,Hamptons Luxury Design + Construction,"Southampton, NY",(631) 515-7932,,5.0,14,13121565695383333013,,,YES
home builders,11976,Hoegler and Kren Builders at Watermill,"Water Mill, NY",(631) 353-6301,,5.0,6,18354803270644444960,,,YES
home builders,11976,Cardel Development LLC,"Bridgehampton, NY",(631) 537-8400,,4.5,2,13904311412511669117,,,YES
home builders,11976,"DEVITO & COMPANY, INC","Southampton, NY",(631) 276-7804,,4.4,7,14588677330260509405,,,YES
home builders,11976,McLoughlin Construction Corp,"Bridgehampton, NY",(631) 324-2400,,5.0,7,715393258124720129,,,YES
home builders,11976,Hampton Modular LLC,"Southampton, NY",(631) 204-6272,,5.0,3,7344540565047104187,,,YES
home builders,11976,Phil Kouffman Builder,"East Hampton, NY",(631) 831-8300,,4.4,7,2900939803627705297,,,YES
home builders,11976,South Fork Custom Home Development,"Southampton, NY",(631) 204-8184,,,,3313619382663426865,,,YES
home builders,11976,The Farrell Companies,"Bridgehampton, NY",(631) 537-1068,,3.7,21,11117223547113797627,,,YES
home builders,11976,BUILDTHEORY,"Bridgehampton, NY",(631) 537-8955,,5.0,2,3542312779077861714,,,YES
home builders,11976,New Sunshine Custom Builders,,(631) 267-8455,,3.0,2,3290228826575859770,,,YES
home builders,11976,Abstract Builders,"East Hampton, NY",(631) 527-5195,,3.7,3,14582968513059330451,,,YES
home builders,11568,"Prestige Custom Building & Construction, Inc.","Albertson, NY",(516) 490-2444,,5.0,18,4906580252268583564,,,YES
home builders,11568,Pre-Fab Modular & Additions Home Builders | East Coast Dormer Inc,"Bethpage, NY",(516) 726-1040,,5.0,31,4508004073756122174,,,YES
home builders,11568,Premier Builders & Construction,"Syosset, NY",(516) 253-1171,,4.8,22,10051294737225906312,,,YES
home builders,11568,"Black Dog Home Builders, LLC","Merrick, NY",(516) 200-4760,,5.0,5,5105155410378266395,,,YES
home builders,11568,Premier Builders & Construction,"Massapequa, NY",(516) 273-4003,,5.0,21,15388693825941384068,,,YES
home builders,11568,Building Homes For Heroes,"Island Park, NY",(516) 684-9220,,5.0,15,2693705372220805124,,,YES
home builders,11568,Tong Construction: Custom Homes | New Construction | Renovations 长岛执照建筑装修公司童氏建筑,,(347) 933-3018,,4.7,14,6419777026859467591,,,YES
home builders,11568,XP-Dyte Builders of Williston Park NY - General Contractors,"Williston Park, NY",(516) 252-3190,,5.0,26,14762432807062336489,,,YES
home builders,11568,Premier Builders & Construction,"Huntington, NY",(516) 253-1979,,5.0,23,3343366383418886393,,,YES
home builders,11568,Sky Homes Construction,,(516) 707-8600,,5.0,6,6163572044289475,,,YES
home builders,11568,WD Builders Inc,"East Meadow, NY",(516) 280-5454,,4.9,75,3047148726748789642,,,YES
home builders,11568,M&M Custom Homes,"East Norwich, NY",(516) 584-5110,,3.0,2,18168708975601798299,,,YES
home builders,11568,STOKKERS & COMPANY,"Huntington, NY",(631) 385-1390,,5.0,2,17165681070108308676,,,YES
home builders,11568,BLI Facilities,,(516) 828-1558,,5.0,24,1708887614402374666,,,YES
home builders,11568,Hope Custom Builders,,(516) 816-1464,,4.4,7,12091397908530274626,,,YES
home builders,11568,Creatively Done Homes Improvements Inc,"Hicksville, NY",(516) 470-1961,,5.0,41,5796488772873949076,,,YES
home builders,11568,Mineola General Contractors - Home Remodeling,"Mineola, NY",(516) 701-3112,,5.0,1,18134317628644616590,,,YES
home builders,11568,Solid Rock Homes NY LLC,,(516) 202-7033,,5.0,1,16494292341122242097,,,YES
home builders,11568,Mylestone Builders,"Mineola, NY",(516) 621-6033,,5.0,2,15891853370864761701,,,YES
home builders,11568,Long Island Modular,"Jericho, NY",(631) 998-0755,,3.7,9,3515876068803292169,,,YES
home builders,19035,Alair Homes Kirkland,"Kirkland, WA",(206) 972-2275,,5.0,30,7287367725234176297,,,YES
home builders,19035,JayMarc Custom Home Builder Seattle,"Mercer Island, WA",(844) 226-4262,,4.7,29,14610717706904424272,,,YES
home builders,19085,Janiczek Homes LLC,"Villanova, PA",(484) 580-8104,,5.0,5,14713066789719459613,,,YES
home builders,19085,Spire Builders LLC,"Paoli, PA",(610) 687-1925,,4.5,26,2614763705602049704,,,YES
home builders,19085,Megill Custom Homes and Renovations,"Chadds Ford, PA",(610) 399-1235,,4.7,18,1925329869221290871,,,YES
home builders,19085,DesignHOME Studios by Weiss,"Wayne, PA",(610) 716-5572,,5.0,4,8415156808489587726,,,YES
home builders,19085,Main Line Custom Home Builder - Semerjian Builders,"Devon, PA",(610) 656-9334,,2.5,8,6251974106608702856,,,YES
home builders,19085,King of Prussia Home Solution,,(610) 595-4144,,5.0,65,15644841319929063315,,,YES
home builders,19085,Rockwell Custom,"Wayne, PA",(484) 445-4310,,4.4,80,8651297261908987190,,,YES
home builders,19085,Cullen Construction Inc.,"Wayne, PA",(610) 687-4949,,4.8,10,11401862271604106661,,,YES
home builders,19085,Pohlig Homes,"Malvern, PA",(610) 647-4700,,4.2,10,6253074153630192701,,,YES
home builders,19085,Dessau Modular,"Wayne, PA",(610) 550-8658,,,,3949645670338330528,,,YES
home builders,19085,"LHI Remodeling, Carpentry & Painting","Wayne, PA",(484) 905-2411,,5.0,259,5353860572610031660,,,YES
home builders,19085,Rockwell Custom Homes,"Wayne, PA",(610) 642-1113,,5.0,2,17923461584062501793,,,YES
home builders,19085,Vaughan Building Company,"Paoli, PA",(610) 964-1813,,4.4,7,2153012593474340666,,,YES
home builders,19085,Keystone Custom Homes,"Lancaster, PA",(717) 921-4272,,4.2,485,9509046963083444482,,,YES
home builders,19085,Gladwyne Builders,,(610) 506-0100,,3.7,3,11008100777495329800,,,YES
home builders,19085,Penn Wynne Homes,"Wynnewood, PA",(484) 798-0330,,5.0,2,3270310480614276103,,,YES
home builders,19085,Harth Builders | Philadelphia Home Remodeling,"Lower Gwynedd Township, PA",(215) 654-0364,,4.9,43,12254024226634857162,,,YES
home builders,19085,Milano DeZign & Build,"Wayne, PA",(484) 367-7595,,4.9,67,5356094835871454624,,,YES
home builders,19085,Paolino Development,"Villanova, PA",(610) 688-3456,,5.0,3,10474497975527475530,,,YES
home builders,19085,The Carriage Homes at Haverford Reserve,"Haverford, PA",(610) 526-9800,,4.7,6,10432559390429932409,,,YES
home builders,19041,Foxlane Homes,"Fort Washington, PA",(610) 755-1778,,5.0,70,10411697340506548400,,,YES
home builders,19041,Megill Custom Homes and Renovations,"Chadds Ford, PA",(610) 399-1235,,4.7,18,1925329869221290871,,,YES
home builders,19041,Harth Builders | Philadelphia Home Remodeling,"Lower Gwynedd Township, PA",(215) 654-0364,,4.9,43,12254024226634857162,,,YES
home builders,19041,Janiczek Homes LLC,"Villanova, PA",(484) 580-8104,,5.0,5,14713066789719459613,,,YES
home builders,19041,Spire Builders LLC,"Paoli, PA",(610) 687-1925,,4.5,26,2614763705602049704,,,YES
home builders,19041,Pohlig Homes,"Malvern, PA",(610) 647-4700,,4.2,10,6253074153630192701,,,YES
home builders,19041,Penn Wynne Homes,"Wynnewood, PA",(484) 798-0330,,5.0,2,3270310480614276103,,,YES
home builders,19041,DeLuca Homes,"Langhorne, PA",(267) 550-5116,,3.7,25,6111617466994478082,,,YES
home builders,19041,Keystone Custom Homes,"Lancaster, PA",(717) 921-4272,,4.2,485,9509046963083444482,,,YES
home builders,19041,Judd Builders,"Flourtown, PA",(610) 832-8000,,3.5,33,10189860979351606730,,,YES
home builders,19041,Falcone Signature Homes,"Havertown, PA",(610) 608-0473,,3.7,3,1824265493138421375,,,YES
home builders,19041,Prime Custom Builders,"Doylestown, PA",(215) 343-4900,,4.3,23,5689005626478201811,,,YES
home builders,19041,Vaughan Building Company,"Paoli, PA",(610) 964-1813,,4.4,7,2153012593474340666,,,YES
home builders,19041,Affinity Builders Construction LLC,"Philadelphia, PA",(267) 645-9005,,5.0,51,16728993567308452159,,,YES
home builders,19041,Red Oak Builders,"Hammonton, NJ",(609) 547-5494,,4.7,9,12205623087102875851,,,YES
home builders,19041,Rotelle Studio(e),"Pottstown, PA",(610) 572-2013,,4.5,105,2880771363824315248,,,YES
home builders,19041,The Carriage Homes at Haverford Reserve,"Haverford, PA",(610) 526-9800,,4.7,6,10432559390429932409,,,YES
home builders,19041,Rudloff Custom Builders,,(610) 692-8774,,4.4,7,9753629384976126615,,,YES
home builders,19041,"Gardner/Fox Associates, Inc","Bryn Mawr, PA",(610) 525-8305,,3.9,14,15694252511652092262,,,YES
home builders,19041,Pro Build,,(215) 966-9722,,5.0,19,14279759051621177677,,,YES
residential home builders,07620,Joseph Di Staulo Homes,"Cresskill, NJ",(201) 816-8009,,5.0,4,18302425279704440130,,,YES
residential home builders,07620,Michael Robert Construction,"Westfield, NJ",(908) 232-0134,,4.9,29,8249937355848683267,,,YES
residential home builders,07620,GTG Custom Home Builders,"Flemington, NJ",(877) 864-3532,,4.9,28,15224043504414839367,,,YES
residential home builders,07620,White Maple Construction,"Oakland, NJ",(201) 579-0627,,4.8,21,9205063353357686531,,,YES
residential home builders,07620,"Premier Design Custom Homes, LLC","Westfield, NJ",(201) 370-3274,,4.9,17,12066091379968838183,,,YES
residential home builders,07620,Conniff Construction Co.,"Whiting, NJ",(732) 350-5005,,5.0,56,11924078288780096449,,,YES
residential home builders,07620,Bowman Walker Construction,"Avalon, NJ",(609) 796-5134,,5.0,2,13280506699310059804,,,YES
residential home builders,07620,Magnolia Home Remodeling Group,"Union, NJ",(855) 624-6655,,4.8,438,5529060916645311129,,,YES
residential home builders,07620,"Deerpath Custom Builders, llc","Warren, NJ",(908) 233-3539,,4.6,21,14677698780656155995,,,YES
residential home builders,07620,Paladino Enterprises,"Mahwah, NJ",(201) 574-8011,,5.0,42,16720655866947589397,,,YES
residential home builders,07620,"Anthony James Master Builders, LLC","Westfield, NJ",(908) 233-2225,,4.9,17,16839686552231355121,,,YES
residential home builders,07620,RJT Custom Builders,,(201) 500-8023,,5.0,3,8552474875773752839,,,YES
residential home builders,07723,Captivating Construction Group,"Colts Neck, NJ",(732) 272-5937,,5.0,33,503505411573845235,,,YES
residential home builders,07723,CMM Custom Homes,"Wall Township, NJ",(732) 455-3650,,5.0,11,14883716036604129374,,,YES
residential home builders,07723,Rushmore Construction Group,"Oakhurst, NJ",(732) 759-5909,,4.9,20,424089053080539120,,,YES
residential home builders,07723,Monetti Robert L Custom Builder,"Point Pleasant, NJ",(732) 223-7949,,5.0,18,1885002298809890413,,,YES
residential home builders,07723,Lead Dog Custom Homes,"Red Bank, NJ",(732) 747-3553,,4.7,15,3936828572288075235,,,YES
residential home builders,07723,Heritage Builders,"Little Silver, NJ",(732) 813-0298,,4.9,342,12036287616442975783,,,YES
residential home builders,07723,Monmouth Custom Builders,"Deal, NJ",(732) 517-0400,,3.6,24,5774116924873939671,,,YES
residential home builders,07078,BuildMentor,5 Richard Dr,(973) 417-0955,,5.0,2,8477206005043672353,,,YES
